Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review
488,Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"This place is budget friendly and perfect for kitty and bdy parties for students also .Food and taste was good tried white sauce pasta , pizza , shakes , mocktails and many more here my experience with food is really good. You should definitely visit once and must try their custured and brownie 😍❤️ambiance is good and they have free Disc also "
489,Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"It’s a great experience. The ambiance is very welcoming and charming. Amazing food and service. Staff are extremely knowledgeable and make great recommendations. Must try there hakka noodles , pasta , honey chilli , brownie shake , sandwich."
490,Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"amazing place😍, I totally loved this place💕,all things are superb, ambience is so beautiful , food was so so yumm❤️, services are too good , you can organise birthday and surprise parties here , highly recommended place😍✨"
491,Starstud Cafe,4,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,I really enjoyed the disco here they have 2 themes of disc with pre booking charge. Food is good and very friendly environment
492,Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,"Just loved the place and the vibe. Perfect place to visit with your family or your work. or this could be an ideal place to work. Tried falafel platter , fries , Spanish latte , Croissant sandwich and loved them all.  This has become my go to place "
493,Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,Place is nice...I ordered coffe n sandwich and crossiant...Only thing I liked was sandwich...it was really great...but coffe was just ok...I didn't like the presentation...and found the place bit overpriced as compared to the quality..quantity and presentation of the food that they serve.......
494,Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,"I ordered an Irish cappuccino and instructed to add extra irish syrup but they didn't even bothered to add sugar or make it a irish one .Terrible service , worst experience "
495,Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,Amazing
496,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,They send a wrong item and refused to acknowledge their mistake
497,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,"Loved it ! such a warm and welcoming place to go out with family, delicious food with decent pricing. The staff is extremely sweet. Would definitely recommend"
498,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,good one
499,The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,tast is very bad 
500,The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,With pasta not provided 2 pieces of bread
501,Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,The place is quite and peaceful not much crowded and the food is quite decent and good . Prices are reasonable tooo.
502,Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,"Amazing food, ambience and great staff"
503,Chska,3.5,"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Fast Food, Chinese",600,jaipur,extremely disappointed with service of Zomato. have already share pics
504,Chska,3.5,"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Fast Food, Chinese",600,jaipur,"ordered Veg chowmein...was really good and portion size was more than sufficient so one extra star for that🤩 Tastewise - it was good,not too many sauces but felt it can be made a little bit spicy. Otherwise, loved it, would definitely try other items 😍"
505,Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food 🥝
506,Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,amezing ❣️❣️❣️😘😘
507,Just Coffee Place,New,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food and beverage service 🥰🥰
508,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,Went to Pehle Chai for a solo date and it was worth every penny. ordered strawberry shake and Maggie. 
509,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,food and location was good but little expensive for no reason I think may be can improve prizing segment 
510,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,I have ordered veg sandwich and ginger tea. Tea was nice but very costly for no reason. The we had veg sandwich in which veggies were not properly copped or even chopped. They just sliced them improperly. There was no taste in that at all. 
511,Sweet Dough By Kanha,3.5,"Bakery, Desserts, Cafe, Coffee, Beverages, Salad, Sandwich, Fast Food",500,jaipur,Belgian pastry was not fresh . it was bad experience 
512,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,"Cafe half brewI have recently visited this new place. It’s a perfect place for coffee lovers. Ambiance is good. Staff and service are nice an quick. I have tried their Vietnamese and it was really good. Also tandoori paneer pizza, sandwich and Ferraro rosher shake was good. Overall the experience was good and value for money. Must visit."
513,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,Cozy place and good dine🥂❤️                          Good StaffExcellent experience Great Hospitality and Awesome Superb lightings Helpful Pleasant 
514,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,Recently visited This beautiful place ✨️ @cafehalfbrewThere Ambiance so seren 🤩.Super delicious cuisine 🤤 Must try there - falafel & iced mocha 🤤💫Ambiance - 4.5/5 Taste - 4/5 Overall - 4/5 💫
515,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,"Recently visited this beautiful cafe. Ambience really amazing. Must be try. Pizza 🍕 nachos, pasta. Sandwich. Cold coffee. Chocolate shake ❤"
516,MD Khane Wala,New,"Cafe, Chinese, South Indian, Fast Food, Burger, Pizza, Ice Cream, Beverages",400,jaipur,"Tried thrice, Veg Burgers, Veg Spring Rolls, Farm Fresh Pizza are really awesome delicacies. Enjoyed. Packed Burgers n Sandwiches for a Birthday party. People loved the food. All the Best MD Khane Wala. Keep preparing such awesome dishes, people are loving it."
517,MD Khane Wala,New,"Cafe, Chinese, South Indian, Fast Food, Burger, Pizza, Ice Cream, Beverages",400,jaipur,delicious
518,The Over Halt In,3,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,Love this place and used to the cafe a lot during college.  Aunty makes the best food.
519,The Over Halt In,3,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,"Cafe is so cute and cozy, they have bean bags to sit in ,books to read, really delicious food with reasonable price, there is a minimum order of 150 required.I ordered lemon iced tea, pesto sauce pasta,cold coffee with ice-cream, and tandoori nuggets.And all this costs me around 320 rs, they will not charge any gst or tax on the bill.The guy was so sweet that you felt that you are sitting in your home.They will provide you some games too to enjoy like we played jinga over there.Services was good, so go and experience this cute cafe of the town.Suggestions: All things are good and superb, it will be great if they renovate there interior so that it will give more pleasure to their...read more"
520,The Over Halt In,3,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,"If you are a fan of great food, peaceful ambience and really amazing service, visit this place for sure. The owner with her mother like attitude and sweetness wins over the customers' hearts. Also, bean bags, old movie posters, books, vintage cameras and an amazing Iced tea. Do have chicken fried Momos and chicken popcorn as well."
521,Cafe Diona,2.6,"Cafe, North Indian, Chinese, Continental, Fast Food, Desserts, Beverages",950,jaipur,The staff is very rude. They do not have hotel services ethics.The restaurant was registered on Zomato gold.I made a payment using Zomato Gold.But the restaurant denied to accept the payment. never visit this cafe. Food quality was also not good.
522,Cafe Diona,2.6,"Cafe, North Indian, Chinese, Continental, Fast Food, Desserts, Beverages",950,jaipur,"First they charge you so much for a couple entry that you cannot spend. Secondly they are understaff, the services are so poor that you have to search for a waiter even for cutlery. Thirdly, there was no transparency regarding the amount left on the card issued. The waiter was not even willing to bring the bill and let us know the difference.This is the worst experience ever i had in any club of jaipur."
523,House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,Packing is really bad
524,House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,I specifically mentioned to not add tomatoes or any veggies in kurkure bhel but my kurkure bhel was filled with all the possible veggies
525,House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,"cheese grill sandwich was super dupper amazing , those who are cheese lover defeinetly try this sandwich  great food great taste  pait bhr gya man nhi bhra"
526,Loca By La Multigrain,4,"Cafe, Fast Food, Desserts, Beverages",700,jaipur,ordered pasta and chinese canape with nutella hot chocolate and hot chocolate.all were nice and the cabin system is too good for peaceful dinner
527,Loca By La Multigrain,4,"Cafe, Fast Food, Desserts, Beverages",700,jaipur,"We went to La Multigrain for a Saturday lunch. We ordered - Bruschetta, Spinach corn cigar, teekha khatta Limbu, Strawberry mojito, Punjabi paneer tikka and chowmin.In place of bruschetta we were served what looked like garlic masala bread. Though it tasted nice but it wasn't what we ordered. Rest of the food tasted nice. Khatta Teekha Limbu is not for everyone so only order if you like too much khatta drinks. Strawberry mojito was pleasant to the taste.Overall a good experience and we would surely come again."
528,The Taapu,-,"Cafe, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Chinese",400,jaipur,Good food
529,The Taapu,-,"Cafe, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Chinese",400,jaipur,Nice food quality
530,Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,"Recently visited with my friends. I really loved the interior and vibes.They have amazing authentic bikaneri dishes.You should try coffee, chilli cheese butter rice , Manchurian, sandwich.I really loved the overall taste. "
531,Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,"Visited this beautiful Cafe few days back. Ambience is pretty cool. Tried Affogato, Mix fruit thick shake, cheese chilly butter rice, Brownie Sizzler and Chinese Combo. Taste was really amazing and portion size was also good. Just loved Brownie Sizzler ❤️. Staff and Service was nice. Perfect budget friendly place for a date or friends outing. "
532,Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,"Visited this newly opened outlet a few days back with my friends. I must say, the staff was really good and polite. I just loved the portions they are serving and the variety of dishes they have is commendable. I tried their chilli garlic rice which was scrumptious, mix fruit tick shake (must try) & sizzling brownie (my favourite). Other than this, if you are a coffee lover you can try Irish Coffee at viona. I had a great experience at viona, a highly recommended outlet in mansarovar.🌸"
533,Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,Overall Experience Was Awesome Specially their taste and cuisineHighly recommended- Cranberry ChuskiCuisine Taste 5/5Hygiene-4.5/5Cleanliness-5/5Staff behavior-5/5
534,DM Techno Cafe,-,"Cafe, Coffee, Shake, Beverages, Chinese, Sandwich, Pizza, Fast Food",500,jaipur,chowmin ki quantity bhut jyada Kam hai rate ke hisabsebut I recommend otc pizza it's fabulous fully cheese loaded pizza 
535,DM Techno Cafe,-,"Cafe, Coffee, Shake, Beverages, Chinese, Sandwich, Pizza, Fast Food",500,jaipur,very bad momos and especially chutney. and hakka noodles are red no difference between veg noodles and hakka noodles 
